arm,engine_id,sensor,cued,claimed,canonical,cue_says,actual_shown,pred_rul,true_rul
invcue,10,s7,False,absent,decrease,,decrease,23,96.0
invcue,10,s9,True,increase,decrease,increase,stable,23,96.0
invcue,10,s11,True,increase,increase,decrease,increase,23,96.0
invcue,10,s12,True,increase,increase,decrease,increase,23,96.0
invcue,10,s14,True,increase,decrease,increase,stable,23,96.0
invcue,10,s15,True,absent,increase,decrease,decrease,23,96.0
invcue,11,s4,False,absent,increase,,increase,23,97.0
invcue,11,s7,False,absent,decrease,,decrease,23,97.0
invcue,11,s9,True,increase,decrease,increase,decrease,23,97.0
invcue,11,s11,True,increase,increase,decrease,decrease,23,97.0
invcue,11,s12,True,increase,increase,decrease,increase,23,97.0
invcue,11,s14,True,increase,decrease,increase,decrease,23,97.0
invcue,11,s15,True,absent,increase,decrease,increase,23,97.0
invcue,12,s4,False,absent,increase,,increase,23,124.0
invcue,12,s7,False,absent,decrease,,decrease,23,124.0
invcue,12,s9,True,unspecified,decrease,increase,increase,23,124.0
invcue,12,s11,True,increase,increase,decrease,decrease,23,124.0
invcue,12,s12,True,increase,increase,decrease,increase,23,124.0
invcue,12,s14,True,increase,decrease,increase,increase,23,124.0
invcue,12,s15,True,absent,increase,decrease,increase,23,124.0
invcue,13,s4,False,absent,increase,,increase,23,95.0
invcue,13,s7,False,absent,decrease,,decrease,23,95.0
invcue,13,s9,True,increase,decrease,increase,stable,23,95.0
invcue,13,s11,True,decrease,increase,decrease,increase,23,95.0
invcue,13,s12,True,decrease,increase,decrease,decrease,23,95.0
invcue,13,s14,True,unspecified,decrease,increase,increase,23,95.0
invcue,13,s15,True,decrease,increase,decrease,decrease,23,95.0
invcue,14,s4,False,absent,increase,,decrease,23,107.0
invcue,14,s7,False,absent,decrease,,increase,23,107.0
invcue,14,s9,True,stable,decrease,increase,stable,23,107.0
invcue,14,s11,True,decrease,increase,decrease,decrease,23,107.0
invcue,14,s12,True,decrease,increase,decrease,decrease,23,107.0
invcue,14,s14,True,stable,decrease,increase,stable,23,107.0
invcue,14,s15,True,absent,increase,decrease,decrease,23,107.0
invcue,15,s4,False,absent,increase,,increase,23,83.0
invcue,15,s7,False,absent,decrease,,decrease,23,83.0
invcue,15,s9,True,decrease,decrease,increase,increase,23,83.0
invcue,15,s11,True,increase,increase,decrease,increase,23,83.0
invcue,15,s12,True,increase,increase,decrease,decrease,23,83.0
invcue,15,s14,True,decrease,decrease,increase,stable,23,83.0
invcue,15,s15,True,absent,increase,decrease,decrease,23,83.0
invcue,16,s4,False,absent,increase,,stable,23,84.0
invcue,16,s7,False,absent,decrease,,increase,23,84.0
invcue,16,s9,True,stable,decrease,increase,increase,23,84.0
invcue,16,s11,True,increase,increase,decrease,increase,23,84.0
invcue,16,s12,True,increase,increase,decrease,decrease,23,84.0
invcue,16,s14,True,stable,decrease,increase,increase,23,84.0
invcue,16,s15,True,absent,increase,decrease,increase,23,84.0
invcue,17,s4,False,absent,increase,,increase,23,50.0
invcue,17,s7,False,absent,decrease,,decrease,23,50.0
invcue,17,s9,True,increase,decrease,increase,increase,23,50.0
invcue,17,s11,True,increase,increase,decrease,increase,23,50.0
invcue,17,s12,True,increase,increase,decrease,increase,23,50.0
invcue,17,s14,True,increase,decrease,increase,increase,23,50.0
invcue,17,s15,True,absent,increase,decrease,increase,23,50.0
invcue,18,s4,False,absent,increase,,increase,42,28.0
invcue,18,s7,False,absent,decrease,,decrease,42,28.0
invcue,18,s9,True,increase,decrease,increase,decrease,42,28.0
invcue,18,s11,True,decrease,increase,decrease,increase,42,28.0
invcue,18,s12,True,decrease,increase,decrease,decrease,42,28.0
invcue,18,s14,True,increase,decrease,increase,decrease,42,28.0
invcue,18,s15,True,absent,increase,decrease,increase,42,28.0
invcue,19,s4,False,absent,increase,,increase,42,87.0
invcue,19,s7,False,absent,decrease,,increase,42,87.0
invcue,19,s9,True,decrease,decrease,increase,decrease,42,87.0
invcue,19,s11,True,increase,increase,decrease,stable,42,87.0
invcue,19,s12,True,increase,increase,decrease,decrease,42,87.0
invcue,19,s14,True,decrease,decrease,increase,decrease,42,87.0
invcue,19,s15,True,unspecified,increase,decrease,increase,42,87.0
invcue,20,s4,False,absent,increase,,decrease,23,16.0
invcue,20,s7,False,absent,decrease,,decrease,23,16.0
invcue,20,s9,True,increase,decrease,increase,increase,23,16.0
invcue,20,s11,True,increase,increase,decrease,increase,23,16.0
invcue,20,s12,True,increase,increase,decrease,decrease,23,16.0
invcue,20,s14,True,increase,decrease,increase,decrease,23,16.0
invcue,20,s15,True,absent,increase,decrease,increase,23,16.0
invcue,21,s4,False,absent,increase,,stable,23,57.0
invcue,21,s7,False,absent,decrease,,decrease,23,57.0
invcue,21,s9,True,stable,decrease,increase,increase,23,57.0
invcue,21,s11,True,increase,increase,decrease,increase,23,57.0
invcue,21,s12,True,increase,increase,decrease,increase,23,57.0
invcue,21,s14,True,decrease,decrease,increase,increase,23,57.0
invcue,21,s15,True,absent,increase,decrease,increase,23,57.0
invcue,22,s4,False,absent,increase,,increase,23,111.0
invcue,22,s7,False,absent,decrease,,increase,23,111.0
invcue,22,s9,True,decrease,decrease,increase,increase,23,111.0
invcue,22,s11,True,increase,increase,decrease,increase,23,111.0
invcue,22,s12,True,increase,increase,decrease,stable,23,111.0
invcue,22,s14,True,decrease,decrease,increase,stable,23,111.0
invcue,22,s15,True,absent,increase,decrease,decrease,23,111.0
invcue,23,s4,False,absent,increase,,increase,42,113.0
invcue,23,s7,False,absent,decrease,,decrease,42,113.0
invcue,23,s9,True,stable,decrease,increase,increase,42,113.0
invcue,23,s11,True,increase,increase,decrease,stable,42,113.0
invcue,23,s12,True,increase,increase,decrease,decrease,42,113.0
invcue,23,s14,True,stable,decrease,increase,increase,42,113.0
invcue,23,s15,True,absent,increase,decrease,increase,42,113.0
invcue,24,s4,False,absent,increase,,increase,23,20.0
invcue,24,s7,False,absent,decrease,,decrease,23,20.0
invcue,24,s9,True,increase,decrease,increase,increase,23,20.0
invcue,24,s11,True,increase,increase,decrease,increase,23,20.0
invcue,24,s12,True,increase,increase,decrease,decrease,23,20.0
invcue,24,s14,True,increase,decrease,increase,increase,23,20.0
invcue,24,s15,True,absent,increase,decrease,increase,23,20.0
invcue,25,s4,False,absent,increase,,decrease,23,125.0
invcue,25,s7,False,absent,decrease,,stable,23,125.0
invcue,25,s9,True,increase,decrease,increase,increase,23,125.0
invcue,25,s11,True,decrease,increase,decrease,decrease,23,125.0
invcue,25,s12,True,decrease,increase,decrease,decrease,23,125.0
invcue,25,s14,True,increase,decrease,increase,increase,23,125.0
invcue,25,s15,True,decrease,increase,decrease,decrease,23,125.0
invcue,26,s4,False,absent,increase,,increase,23,119.0
invcue,26,s7,False,absent,decrease,,increase,23,119.0
invcue,26,s9,True,increase,decrease,increase,increase,23,119.0
invcue,26,s11,True,decrease,increase,decrease,increase,23,119.0
invcue,26,s12,True,stable,increase,decrease,decrease,23,119.0
invcue,26,s14,True,increase,decrease,increase,stable,23,119.0
invcue,26,s15,True,stable,increase,decrease,increase,23,119.0
invcue,27,s4,False,absent,increase,,increase,43,66.0
invcue,27,s7,False,absent,decrease,,decrease,43,66.0
invcue,27,s9,True,decrease,decrease,increase,increase,43,66.0
invcue,27,s11,True,increase,increase,decrease,decrease,43,66.0
invcue,27,s12,True,increase,increase,decrease,decrease,43,66.0
invcue,27,s14,True,decrease,decrease,increase,decrease,43,66.0
invcue,27,s15,True,increase,increase,decrease,increase,43,66.0
invcue,28,s4,False,absent,increase,,increase,23,97.0
invcue,28,s7,False,absent,decrease,,increase,23,97.0
invcue,28,s9,True,increase,decrease,increase,increase,23,97.0
invcue,28,s11,True,increase,increase,decrease,decrease,23,97.0
invcue,28,s12,True,increase,increase,decrease,decrease,23,97.0
invcue,28,s14,True,increase,decrease,increase,decrease,23,97.0
invcue,28,s15,True,absent,increase,decrease,decrease,23,97.0
invcue,29,s4,False,absent,increase,,stable,23,90.0
invcue,29,s7,False,absent,decrease,,decrease,23,90.0
invcue,29,s9,True,decrease,decrease,increase,increase,23,90.0
invcue,29,s11,True,increase,increase,decrease,stable,23,90.0
invcue,29,s12,True,increase,increase,decrease,decrease,23,90.0
invcue,29,s14,True,decrease,decrease,increase,stable,23,90.0
invcue,29,s15,True,unspecified,increase,decrease,decrease,23,90.0
invcue,30,s4,False,absent,increase,,decrease,23,115.0
invcue,30,s7,False,absent,decrease,,decrease,23,115.0
invcue,30,s9,True,increase,decrease,increase,increase,23,115.0
invcue,30,s11,True,increase,increase,decrease,decrease,23,115.0
invcue,30,s12,True,increase,increase,decrease,increase,23,115.0
invcue,30,s14,True,increase,decrease,increase,increase,23,115.0
invcue,30,s15,True,absent,increase,decrease,increase,23,115.0
invcue,31,s4,False,absent,increase,,increase,23,8.0
invcue,31,s7,False,absent,decrease,,decrease,23,8.0
invcue,31,s9,True,increase,decrease,increase,increase,23,8.0
invcue,31,s11,True,decrease,increase,decrease,decrease,23,8.0
invcue,31,s12,True,decrease,increase,decrease,decrease,23,8.0
invcue,31,s14,True,unspecified,decrease,increase,stable,23,8.0
invcue,31,s15,True,absent,increase,decrease,increase,23,8.0
invcue,32,s4,False,absent,increase,,increase,23,48.0
invcue,32,s7,False,absent,decrease,,decrease,23,48.0
invcue,32,s9,True,decrease,decrease,increase,increase,23,48.0
invcue,32,s11,True,increase,increase,decrease,increase,23,48.0
invcue,32,s12,True,increase,increase,decrease,increase,23,48.0
invcue,32,s14,True,decrease,decrease,increase,increase,23,48.0
invcue,32,s15,True,absent,increase,decrease,increase,23,48.0
invcue,33,s4,False,absent,increase,,increase,23,106.0
invcue,33,s7,False,absent,decrease,,decrease,23,106.0
invcue,33,s9,True,increase,decrease,increase,stable,23,106.0
invcue,33,s11,True,increase,increase,decrease,increase,23,106.0
invcue,33,s12,True,increase,increase,decrease,decrease,23,106.0
invcue,33,s14,True,increase,decrease,increase,decrease,23,106.0
invcue,33,s15,True,absent,increase,decrease,stable,23,106.0
invcue,34,s4,False,absent,increase,,increase,23,7.0
invcue,34,s7,False,absent,decrease,,decrease,23,7.0
invcue,34,s9,True,increase,decrease,increase,decrease,23,7.0
invcue,34,s11,True,increase,increase,decrease,increase,23,7.0
invcue,34,s12,True,increase,increase,decrease,decrease,23,7.0
invcue,34,s14,True,increase,decrease,increase,decrease,23,7.0
invcue,34,s15,True,absent,increase,decrease,increase,23,7.0
invcue,35,s4,False,absent,increase,,increase,23,11.0
invcue,35,s7,False,absent,decrease,,decrease,23,11.0
invcue,35,s9,True,absent,decrease,increase,increase,23,11.0
invcue,35,s11,True,decrease,increase,decrease,increase,23,11.0
invcue,35,s12,True,decrease,increase,decrease,decrease,23,11.0
invcue,35,s14,True,absent,decrease,increase,increase,23,11.0
invcue,35,s15,True,decrease,increase,decrease,increase,23,11.0
invcue,36,s4,False,absent,increase,,increase,23,19.0
invcue,36,s7,False,absent,decrease,,decrease,23,19.0
invcue,36,s9,True,increase,decrease,increase,decrease,23,19.0
invcue,36,s11,True,increase,increase,decrease,increase,23,19.0
invcue,36,s12,True,increase,increase,decrease,decrease,23,19.0
invcue,36,s14,True,increase,decrease,increase,decrease,23,19.0
invcue,36,s15,True,absent,increase,decrease,increase,23,19.0
invcue,37,s4,False,absent,increase,,increase,23,21.0
invcue,37,s7,False,absent,decrease,,decrease,23,21.0
invcue,37,s9,True,increase,decrease,increase,decrease,23,21.0
invcue,37,s11,True,increase,increase,decrease,increase,23,21.0
invcue,37,s12,True,increase,increase,decrease,decrease,23,21.0
invcue,37,s14,True,increase,decrease,increase,decrease,23,21.0
invcue,37,s15,True,absent,increase,decrease,increase,23,21.0
invcue,38,s4,False,absent,increase,,decrease,23,50.0
invcue,38,s7,False,absent,decrease,,increase,23,50.0
invcue,38,s9,True,increase,decrease,increase,increase,23,50.0
invcue,38,s11,True,increase,increase,decrease,increase,23,50.0
invcue,38,s12,True,increase,increase,decrease,decrease,23,50.0
invcue,38,s14,True,increase,decrease,increase,increase,23,50.0
invcue,38,s15,True,absent,increase,decrease,increase,23,50.0
invcue,39,s4,False,absent,increase,,increase,23,125.0
invcue,39,s7,False,absent,decrease,,increase,23,125.0
invcue,39,s9,True,increase,decrease,increase,increase,23,125.0
invcue,39,s11,True,decrease,increase,decrease,decrease,23,125.0
invcue,39,s12,True,decrease,increase,decrease,increase,23,125.0
invcue,39,s14,True,unspecified,decrease,increase,increase,23,125.0
invcue,39,s15,True,decrease,increase,decrease,decrease,23,125.0
invcue,40,s4,False,absent,increase,,increase,23,28.0
invcue,40,s7,False,absent,decrease,,decrease,23,28.0
invcue,40,s9,True,absent,decrease,increase,increase,23,28.0
invcue,40,s11,True,increase,increase,decrease,increase,23,28.0
invcue,40,s12,True,increase,increase,decrease,decrease,23,28.0
invcue,40,s14,True,absent,decrease,increase,increase,23,28.0
invcue,40,s15,True,absent,increase,decrease,decrease,23,28.0
invcue,41,s4,False,absent,increase,,increase,23,18.0
invcue,41,s7,False,absent,decrease,,decrease,23,18.0
invcue,41,s9,True,increase,decrease,increase,decrease,23,18.0
invcue,41,s11,True,decrease,increase,decrease,increase,23,18.0
invcue,41,s12,True,decrease,increase,decrease,decrease,23,18.0
invcue,41,s14,True,increase,decrease,increase,decrease,23,18.0
invcue,41,s15,True,absent,increase,decrease,increase,23,18.0
invcue,42,s4,False,absent,increase,,increase,23,10.0
invcue,42,s7,False,absent,decrease,,decrease,23,10.0
invcue,42,s9,True,increase,decrease,increase,decrease,23,10.0
invcue,42,s11,True,increase,increase,decrease,increase,23,10.0
invcue,42,s12,True,increase,increase,decrease,decrease,23,10.0
invcue,42,s14,True,increase,decrease,increase,decrease,23,10.0
invcue,42,s15,True,absent,increase,decrease,increase,23,10.0
invcue,43,s4,False,absent,increase,,increase,23,59.0
invcue,43,s7,False,absent,decrease,,decrease,23,59.0
invcue,43,s9,True,decrease,decrease,increase,decrease,23,59.0
invcue,43,s11,True,increase,increase,decrease,increase,23,59.0
invcue,43,s12,True,increase,increase,decrease,decrease,23,59.0
invcue,43,s14,True,decrease,decrease,increase,stable,23,59.0
invcue,43,s15,True,increase,increase,decrease,increase,23,59.0
invcue,44,s4,False,absent,increase,,increase,23,109.0
invcue,44,s7,False,absent,decrease,,decrease,23,109.0
invcue,44,s9,True,increase,decrease,increase,increase,23,109.0
invcue,44,s11,True,increase,increase,decrease,increase,23,109.0
invcue,44,s12,True,increase,increase,decrease,increase,23,109.0
invcue,44,s14,True,increase,decrease,increase,decrease,23,109.0
invcue,44,s15,True,absent,increase,decrease,increase,23,109.0
invcue,45,s4,False,absent,increase,,increase,23,114.0
invcue,45,s7,False,absent,decrease,,increase,23,114.0
invcue,45,s9,True,increase,decrease,increase,increase,23,114.0
invcue,45,s11,True,increase,increase,decrease,increase,23,114.0
invcue,45,s12,True,increase,increase,decrease,decrease,23,114.0
invcue,45,s14,True,increase,decrease,increase,stable,23,114.0
invcue,45,s15,True,absent,increase,decrease,increase,23,114.0
invcue,46,s4,False,absent,increase,,increase,23,47.0
invcue,46,s7,False,absent,decrease,,increase,23,47.0
invcue,46,s9,True,absent,decrease,increase,increase,23,47.0
invcue,46,s11,True,increase,increase,decrease,increase,23,47.0
invcue,46,s12,True,increase,increase,decrease,decrease,23,47.0
invcue,46,s14,True,absent,decrease,increase,stable,23,47.0
invcue,46,s15,True,absent,increase,decrease,increase,23,47.0
invcue,47,s4,False,absent,increase,,decrease,23,125.0
invcue,47,s7,False,absent,decrease,,increase,23,125.0
invcue,47,s9,True,absent,decrease,increase,increase,23,125.0
invcue,47,s11,True,increase,increase,decrease,decrease,23,125.0
invcue,47,s12,True,increase,increase,decrease,increase,23,125.0
invcue,47,s14,True,increase,decrease,increase,increase,23,125.0
invcue,47,s15,True,absent,increase,decrease,increase,23,125.0
invcue,48,s4,False,absent,increase,,decrease,23,92.0
invcue,48,s7,False,absent,decrease,,increase,23,92.0
invcue,48,s9,True,unspecified,decrease,increase,stable,23,92.0
invcue,48,s11,True,increase,increase,decrease,increase,23,92.0
invcue,48,s12,True,increase,increase,decrease,increase,23,92.0
invcue,48,s14,True,increase,decrease,increase,stable,23,92.0
invcue,48,s15,True,increase,increase,decrease,increase,23,92.0
invcue,49,s4,False,absent,increase,,increase,23,21.0
invcue,49,s7,False,absent,decrease,,decrease,23,21.0
invcue,49,s9,True,increase,decrease,increase,decrease,23,21.0
invcue,49,s11,True,increase,increase,decrease,increase,23,21.0
invcue,49,s12,True,increase,increase,decrease,decrease,23,21.0
invcue,49,s14,True,increase,decrease,increase,stable,23,21.0
invcue,49,s15,True,absent,increase,decrease,increase,23,21.0
invcue,50,s4,False,absent,increase,,decrease,23,79.0
invcue,50,s7,False,absent,decrease,,decrease,23,79.0
invcue,50,s9,True,increase,decrease,increase,increase,23,79.0
invcue,50,s11,True,increase,increase,decrease,increase,23,79.0
invcue,50,s12,True,increase,increase,decrease,increase,23,79.0
invcue,50,s14,True,increase,decrease,increase,stable,23,79.0
invcue,50,s15,True,absent,increase,decrease,increase,23,79.0
invcue,51,s4,False,absent,increase,,increase,23,114.0
invcue,51,s7,False,absent,decrease,,decrease,23,114.0
invcue,51,s9,True,absent,decrease,increase,increase,23,114.0
invcue,51,s11,True,increase,increase,decrease,decrease,23,114.0
invcue,51,s12,True,increase,increase,decrease,increase,23,114.0
invcue,51,s14,True,decrease,decrease,increase,stable,23,114.0
invcue,51,s15,True,absent,increase,decrease,increase,23,114.0
invcue,52,s4,False,absent,increase,,increase,23,29.0
invcue,52,s7,False,absent,decrease,,decrease,23,29.0
invcue,52,s9,True,increase,decrease,increase,increase,23,29.0
invcue,52,s11,True,decrease,increase,decrease,increase,23,29.0
invcue,52,s12,True,decrease,increase,decrease,decrease,23,29.0
invcue,52,s14,True,increase,decrease,increase,increase,23,29.0
invcue,52,s15,True,absent,increase,decrease,increase,23,29.0
invcue,53,s4,False,absent,increase,,increase,23,26.0
invcue,53,s7,False,absent,decrease,,decrease,23,26.0
invcue,53,s9,True,increase,decrease,increase,increase,23,26.0
invcue,53,s11,True,increase,increase,decrease,increase,23,26.0
invcue,53,s12,True,increase,increase,decrease,decrease,23,26.0
invcue,53,s14,True,increase,decrease,increase,increase,23,26.0
invcue,53,s15,True,absent,increase,decrease,increase,23,26.0
invcue,54,s4,False,absent,increase,,decrease,20,97.0
invcue,54,s7,False,absent,decrease,,decrease,20,97.0
invcue,54,s9,True,absent,decrease,increase,increase,20,97.0
invcue,54,s11,True,increase,increase,decrease,increase,20,97.0
invcue,54,s12,True,increase,increase,decrease,increase,20,97.0
invcue,54,s14,True,decrease,decrease,increase,increase,20,97.0
invcue,54,s15,True,absent,increase,decrease,increase,20,97.0
invcue,55,s4,False,absent,increase,,decrease,23,125.0
invcue,55,s7,False,absent,decrease,,decrease,23,125.0
invcue,55,s9,True,increase,decrease,increase,stable,23,125.0
invcue,55,s11,True,stable,increase,decrease,increase,23,125.0
invcue,55,s12,True,stable,increase,decrease,increase,23,125.0
invcue,55,s14,True,increase,decrease,increase,decrease,23,125.0
invcue,55,s15,True,stable,increase,decrease,increase,23,125.0
invcue,56,s4,False,absent,increase,,stable,23,15.0
invcue,56,s7,False,absent,decrease,,stable,23,15.0
invcue,56,s9,True,absent,decrease,increase,decrease,23,15.0
invcue,56,s11,True,decrease,increase,decrease,increase,23,15.0
invcue,56,s12,True,decrease,increase,decrease,decrease,23,15.0
invcue,56,s14,True,absent,decrease,increase,decrease,23,15.0
invcue,56,s15,True,absent,increase,decrease,increase,23,15.0
invcue,57,s4,False,absent,increase,,increase,23,103.0
invcue,57,s7,False,absent,decrease,,decrease,23,103.0
invcue,57,s9,True,increase,decrease,increase,decrease,23,103.0
invcue,57,s11,True,increase,increase,decrease,decrease,23,103.0
invcue,57,s12,True,increase,increase,decrease,increase,23,103.0
invcue,57,s14,True,absent,decrease,increase,decrease,23,103.0
invcue,57,s15,True,absent,increase,decrease,increase,23,103.0
invcue,58,s4,False,absent,increase,,increase,23,37.0
invcue,58,s7,False,absent,decrease,,decrease,23,37.0
invcue,58,s9,True,increase,decrease,increase,stable,23,37.0
invcue,58,s11,True,increase,increase,decrease,increase,23,37.0
invcue,58,s12,True,increase,increase,decrease,decrease,23,37.0
invcue,58,s14,True,increase,decrease,increase,decrease,23,37.0
invcue,58,s15,True,absent,increase,decrease,increase,23,37.0
invcue,59,s4,False,absent,increase,,increase,42,114.0
invcue,59,s7,False,absent,decrease,,decrease,42,114.0
invcue,59,s9,True,decrease,decrease,increase,increase,42,114.0
invcue,59,s11,True,increase,increase,decrease,decrease,42,114.0
invcue,59,s12,True,increase,increase,decrease,decrease,42,114.0
invcue,59,s14,True,decrease,decrease,increase,stable,42,114.0
invcue,59,s15,True,absent,increase,decrease,decrease,42,114.0
invcue,60,s4,False,absent,increase,,decrease,42,100.0
invcue,60,s7,False,absent,decrease,,decrease,42,100.0
invcue,60,s9,True,decrease,decrease,increase,decrease,42,100.0
invcue,60,s11,True,increase,increase,decrease,increase,42,100.0
invcue,60,s12,True,increase,increase,decrease,decrease,42,100.0
invcue,60,s14,True,decrease,decrease,increase,stable,42,100.0
invcue,60,s15,True,increase,increase,decrease,increase,42,100.0
invcue,61,s4,False,absent,increase,,increase,23,21.0
invcue,61,s7,False,absent,decrease,,decrease,23,21.0
invcue,61,s9,True,absent,decrease,increase,decrease,23,21.0
invcue,61,s11,True,increase,increase,decrease,increase,23,21.0
invcue,61,s12,True,increase,increase,decrease,decrease,23,21.0
invcue,61,s14,True,stable,decrease,increase,increase,23,21.0
invcue,61,s15,True,absent,increase,decrease,increase,23,21.0
invcue,62,s4,False,absent,increase,,increase,23,54.0
invcue,62,s7,False,absent,decrease,,stable,23,54.0
invcue,62,s9,True,stable,decrease,increase,increase,23,54.0
invcue,62,s11,True,increase,increase,decrease,increase,23,54.0
invcue,62,s12,True,increase,increase,decrease,decrease,23,54.0
invcue,62,s14,True,stable,decrease,increase,increase,23,54.0
invcue,62,s15,True,absent,increase,decrease,increase,23,54.0
invcue,63,s4,False,absent,increase,,increase,23,72.0
invcue,63,s7,False,absent,decrease,,decrease,23,72.0
invcue,63,s9,True,increase,decrease,increase,increase,23,72.0
invcue,63,s11,True,increase,increase,decrease,increase,23,72.0
invcue,63,s12,True,increase,increase,decrease,increase,23,72.0
invcue,63,s14,True,increase,decrease,increase,increase,23,72.0
invcue,63,s15,True,absent,increase,decrease,increase,23,72.0
invcue,64,s4,False,absent,increase,,increase,23,28.0
invcue,64,s7,False,absent,decrease,,decrease,23,28.0
invcue,64,s9,True,increase,decrease,increase,decrease,23,28.0
invcue,64,s11,True,decrease,increase,decrease,increase,23,28.0
invcue,64,s12,True,unspecified,increase,decrease,decrease,23,28.0
invcue,64,s14,True,increase,decrease,increase,decrease,23,28.0
invcue,64,s15,True,absent,increase,decrease,increase,23,28.0
invcue,65,s4,False,absent,increase,,increase,43,125.0
invcue,65,s7,False,absent,decrease,,decrease,43,125.0
invcue,65,s9,True,stable,decrease,increase,stable,43,125.0
invcue,65,s11,True,increase,increase,decrease,decrease,43,125.0
invcue,65,s12,True,increase,increase,decrease,increase,43,125.0
invcue,65,s14,True,stable,decrease,increase,increase,43,125.0
invcue,65,s15,True,absent,increase,decrease,increase,43,125.0
invcue,66,s4,False,absent,increase,,increase,23,14.0
invcue,66,s7,False,absent,decrease,,decrease,23,14.0
invcue,66,s9,True,stable,decrease,increase,increase,23,14.0
invcue,66,s11,True,increase,increase,decrease,increase,23,14.0
invcue,66,s12,True,increase,increase,decrease,stable,23,14.0
invcue,66,s14,True,stable,decrease,increase,increase,23,14.0
invcue,66,s15,True,absent,increase,decrease,increase,23,14.0
invcue,67,s4,False,absent,increase,,increase,23,77.0
invcue,67,s7,False,absent,decrease,,increase,23,77.0
invcue,67,s9,True,stable,decrease,increase,decrease,23,77.0
invcue,67,s11,True,increase,increase,decrease,decrease,23,77.0
invcue,67,s12,True,increase,increase,decrease,decrease,23,77.0
invcue,67,s14,True,stable,decrease,increase,stable,23,77.0
invcue,67,s15,True,absent,increase,decrease,decrease,23,77.0
invcue,68,s4,False,absent,increase,,increase,23,8.0
invcue,68,s7,False,absent,decrease,,decrease,23,8.0
invcue,68,s9,True,increase,decrease,increase,increase,23,8.0
invcue,68,s11,True,increase,increase,decrease,increase,23,8.0
invcue,68,s12,True,increase,increase,decrease,decrease,23,8.0
invcue,68,s14,True,increase,decrease,increase,increase,23,8.0
invcue,68,s15,True,absent,increase,decrease,increase,23,8.0
invcue,69,s4,False,absent,increase,,increase,42,121.0
invcue,69,s7,False,absent,decrease,,increase,42,121.0
invcue,69,s9,True,decrease,decrease,increase,stable,42,121.0
invcue,69,s11,True,increase,increase,decrease,decrease,42,121.0
invcue,69,s12,True,increase,increase,decrease,decrease,42,121.0
invcue,69,s14,True,decrease,decrease,increase,increase,42,121.0
invcue,69,s15,True,increase,increase,decrease,decrease,42,121.0
invcue,70,s4,False,absent,increase,,decrease,23,94.0
invcue,70,s7,False,absent,decrease,,stable,23,94.0
invcue,70,s9,True,decrease,decrease,increase,stable,23,94.0
invcue,70,s11,True,increase,increase,decrease,increase,23,94.0
invcue,70,s12,True,increase,increase,decrease,increase,23,94.0
invcue,70,s14,True,decrease,decrease,increase,stable,23,94.0
invcue,70,s15,True,absent,increase,decrease,decrease,23,94.0
invcue,71,s4,False,absent,increase,,increase,23,118.0
invcue,71,s7,False,absent,decrease,,decrease,23,118.0
invcue,71,s9,True,stable,decrease,increase,increase,23,118.0
invcue,71,s11,True,increase,increase,decrease,increase,23,118.0
invcue,71,s12,True,increase,increase,decrease,increase,23,118.0
invcue,71,s14,True,stable,decrease,increase,decrease,23,118.0
invcue,71,s15,True,absent,increase,decrease,increase,23,118.0
invcue,72,s4,False,absent,increase,,increase,23,50.0
invcue,72,s7,False,absent,decrease,,decrease,23,50.0
invcue,72,s9,True,increase,decrease,increase,stable,23,50.0
invcue,72,s11,True,increase,increase,decrease,increase,23,50.0
invcue,72,s12,True,increase,increase,decrease,decrease,23,50.0
invcue,72,s14,True,increase,decrease,increase,increase,23,50.0
invcue,72,s15,True,absent,increase,decrease,increase,23,50.0
invcue,73,s4,False,absent,increase,,decrease,42,125.0
invcue,73,s7,False,absent,decrease,,increase,42,125.0
invcue,73,s9,True,decrease,decrease,increase,decrease,42,125.0
invcue,73,s11,True,increase,increase,decrease,decrease,42,125.0
invcue,73,s12,True,increase,increase,decrease,decrease,42,125.0
invcue,73,s14,True,decrease,decrease,increase,decrease,42,125.0
invcue,73,s15,True,absent,increase,decrease,increase,42,125.0
invcue,74,s4,False,absent,increase,,increase,23,125.0
invcue,74,s7,False,absent,decrease,,decrease,23,125.0
invcue,74,s9,True,increase,decrease,increase,increase,23,125.0
invcue,74,s11,True,increase,increase,decrease,increase,23,125.0
invcue,74,s12,True,increase,increase,decrease,decrease,23,125.0
invcue,74,s14,True,increase,decrease,increase,decrease,23,125.0
invcue,74,s15,True,absent,increase,decrease,decrease,23,125.0
invcue,75,s4,False,absent,increase,,increase,23,113.0
invcue,75,s7,False,absent,decrease,,increase,23,113.0
invcue,75,s9,True,increase,decrease,increase,decrease,23,113.0
invcue,75,s11,True,increase,increase,decrease,increase,23,113.0
invcue,75,s12,True,increase,increase,decrease,decrease,23,113.0
invcue,75,s14,True,increase,decrease,increase,decrease,23,113.0
invcue,75,s15,True,absent,increase,decrease,increase,23,113.0
invcue,76,s4,False,absent,increase,,increase,23,10.0
invcue,76,s7,False,absent,decrease,,decrease,23,10.0
invcue,76,s9,True,increase,decrease,increase,increase,23,10.0
invcue,76,s11,True,increase,increase,decrease,increase,23,10.0
invcue,76,s12,True,increase,increase,decrease,decrease,23,10.0
invcue,76,s14,True,increase,decrease,increase,increase,23,10.0
invcue,76,s15,True,absent,increase,decrease,increase,23,10.0
